,clones,len
2660,"[100051024, 100051071, 101311040, 106821040]",4
2661,"[100061024, 100061071, 101321040, 106831040]",4
2662,"[100071024, 100071071, 101331040, 106841040]",4
2663,"[100011001, 101351040]",2
2664,"[100041001, 101381040]",2
2665,"[100001001, 101341040]",2
2666,"[100021001, 101361040]",2
2667,"[100031001, 101371040]",2
2668,"[100051001, 101391040]",2
2669,"[100061001, 101401040]",2
2670,"[10012976, 10012990, 100111001, 100111023, 100121086, 100121094, 100121097, 100121114, 101451040, 102241040, 103961040, 104821040, 106961040, 107751040, 109471040, 110331040]",16
2671,"[100001086, 100001114, 102121040, 103841040]",4
2672,"[100021086, 100021114, 102141040, 103861040]",4
2673,"[100041086, 100041114, 102161040, 103881040]",4
2674,"[100051086, 100051114, 102171040, 103891040]",4
2675,"[100011086, 100011114, 102131040, 103851040]",4
2676,"[100071086, 100071114, 102191040, 103911040]",4
2677,"[100061086, 100061114, 102181040, 103901040]",4
2678,"[100031086, 100031114, 102151040, 103871040]",4
2679,"[10022991, 100221096, 103181040, 108691040]",4
2680,"[100391026, 100391083, 103701040, 109211040]",4
2681,"[10002990, 104721040]",2
2682,"[10001990, 104711040]",2
2683,"[10000990, 104701040]",2
2684,"[10003990, 104731040]",2
2685,"[10006990, 104761040]",2
2686,"[10005990, 104751040]",2
2687,"[10004990, 104741040]",2
2688,"[10007990, 104771040]",2
2689,"[10074990, 100741097, 105441040, 110951040]",4
2690,"[10075990, 100751097, 105451040, 110961040]",4
2691,"[10073990, 100731097, 105431040, 110941040]",4
2692,"[10072990, 100721097, 105421040, 110931040]",4
2693,"[10000991, 100001109, 105581040, 108471040]",4
2694,"[10001991, 100011109, 105591040, 108481040]",4
2695,"[10002991, 100021109, 105601040, 108491040]",4
2696,"[10004991, 100041109, 105621040, 108511040]",4
2697,"[10003991, 100031109, 105611040, 108501040]",4
2698,"[10005991, 100051109, 105631040, 108521040]",4
2699,"[10000979, 105921040]",2
2700,"[10001979, 105931040]",2
2701,"[10003979, 105951040]",2
2702,"[10004979, 105961040]",2
2703,"[10002979, 105941040]",2
2704,"[10005979, 105971040]",2
2705,"[100001023, 106851040]",2
2706,"[100021023, 106871040]",2
2707,"[100011023, 106861040]",2
2708,"[100031023, 106881040]",2
2709,"[100041023, 106891040]",2
2710,"[100051023, 106901040]",2
2711,"[100061023, 106911040]",2
2712,"[10000976, 100001094, 107631040, 109351040]",4
2713,"[10001976, 100011094, 107641040, 109361040]",4
2714,"[10002976, 100021094, 107651040, 109371040]",4
2715,"[10005976, 100051094, 107681040, 109401040]",4
2716,"[10003976, 100031094, 107661040, 109381040]",4
2717,"[10004976, 100041094, 107671040, 109391040]",4
2718,"[10006976, 100061094, 107691040, 109411040]",4
2719,"[10007976, 100071094, 107701040, 109421040]",4
2720,"[100001097, 110211040]",2
2721,"[100031097, 110241040]",2
2722,"[100011097, 110221040]",2
2723,"[100021097, 110231040]",2
2724,"[100051097, 110261040]",2
2725,"[100041097, 110251040]",2
2726,"[100061097, 110271040]",2
2727,"[100071097, 110281040]",2
2728,"[100011008, 100011042, 100011054, 100011064]",4
2729,"[100001008, 100001042, 100001054, 100001064]",4
2730,"[100001045, 100021045]",2
2731,"[100001048, 100081048, 100101048, 100121048, 100141048]",5
2732,"[100021048, 100071048, 100211048]",3
2733,"[100051048, 100191048]",2
2734,"[100061048, 100161048, 100201048]",3
2735,"[100091048, 100111048, 100131048, 100151048]",4
2736,"[100041048, 100181048]",2
2737,"[100031048, 100171048]",2
2738,"[100161051, 100171051]",2
2739,"[100001058, 100001062, 100021054]",3
2740,"[100031055, 100111055]",2
2741,"[100021055, 100101055]",2
2742,"[100041055, 100121055]",2
2743,"[100081055, 100161055]",2
2744,"[100051055, 100131055]",2
2745,"[100071055, 100151055]",2
2746,"[100061055, 100141055]",2
2747,"[100091055, 100171055]",2
2748,"[100271055, 100331055]",2
2749,"[100311055, 100381055]",2
2750,"[100291055, 100351055]",2
2751,"[100341055, 100361055, 100391055]",3
2752,"[100401055, 100421055, 100441055]",3
2753,"[100411055, 100431055, 100451055]",3
2754,"[100321055, 100371055]",2
2755,"[100011055, 100461055]",2
2756,"[100471055, 100481055, 100491055]",3
2757,"[100501055, 100511055, 100521055, 100531055]",4
2758,"[10009570, 100011758, 100031112, 100041059, 100072132, 100162236, 100282229, 103142249]",8
2759,"[100001014, 100001105, 100021064]",3
2760,"[100021012, 100041154, 100051065, 100051150, 100071810]",5
2761,"[100021113, 100031068]",2
2762,"[100051113, 100071068]",2
2763,"[10000886, 100001069]",2
2764,"[100001080, 100001980, 100051080, 100051980, 100101080, 100151080, 100201080, 100251080, 100301080, 100351080]",10
2765,"[100031080, 100031980, 100041080, 100041980, 100081080, 100081980, 100091080, 100091980, 100131080, 100141080, 100181080, 100191080, 100231080, 100241080, 100281080, 100291080, 100331080, 100341080, 100381080, 100391080]",20
2766,"[100021080, 100021980, 100071080, 100071980, 100121080, 100171080, 100221080, 100271080, 100321080, 100371080]",10
2767,"[100011080, 100011980, 100061080, 100061980, 100111080, 100161080, 100211080, 100261080, 100311080, 100361080]",10
2768,"[100001081, 100011081]",2
2769,"[100011076, 100011087]",2
2770,"[100001035, 100001088]",2
2771,"[100251029, 100261089]",2
2772,"[100201092, 100231092, 100281092, 100361092]",4
2773,"[100191092, 100221092, 100271092]",3
2774,"[100231013, 100311092]",2
2775,"[100171092, 100381092]",2
2776,"[100141092, 100351092]",2
2777,"[100291092, 100371092]",2
2778,"[100101093, 100131093, 100181093, 100251093, 100311093]",5
2779,"[100151093, 100211093, 100241093]",3
2780,"[100111093, 100141093, 100191093, 100261093, 100321093]",5
2781,"[100161093, 100221093, 100271093, 100291093]",4
2782,"[100051093, 100351093]",2
2783,"[100101098, 100111098]",2
2784,"[100261029, 100491099]",2
2785,"[100321029, 100551099]",2
2786,"[100361029, 100591099]",2
2787,"[100271029, 100501099]",2
2788,"[100291029, 100521099]",2
2789,"[100331029, 100561099]",2
2790,"[100381029, 100611099]",2
2791,"[100301029, 100531099]",2
2792,"[100001100, 100041100, 100061100]",3
2793,"[100351029, 100581099]",2
2794,"[100341029, 100571099]",2
2795,"[100131100, 100161100]",2
2796,"[100111100, 100141100]",2
2797,"[100221100, 100251100]",2
2798,"[100301100, 100311100]",2
2799,"[100131282, 100181344, 100261100]",3
2800,"[100331100, 100361100]",2
2801,"[100351100, 100381100]",2
2802,"[100001087, 100001107]",2
2803,"[100041108, 100151108]",2
2804,"[100051108, 100161108]",2
2805,"[100021111, 100041111, 100081111]",3
2806,"[100191111, 100271111]",2
2807,"[100201111, 100281111]",2
2808,"[100291111, 100331111, 100341111, 100401111]",4
2809,"[100321111, 100371111]",2
2810,"[100351111, 100411111]",2
2811,"[100391111, 100421111]",2
2812,"[100001068, 100001113]",2
2813,"[100071122, 100181122]",2
2814,"[100081122, 100191122]",2
2815,"[100001306, 100001322, 100002002, 100002006, 100002007, 100011127, 100011590, 100011713, 100011998, 100021311, 100021317, 100021997, 100031126, 100051587, 100061586, 100092009, 100111168]",17
2816,"[100001128, 100011128, 100021128, 100141130]",4
2817,"[100111130, 100121130]",2
2818,"[10002643, 100001134, 100001465, 100001996, 100051669, 100061211]",6
2819,"[100011862, 100031134, 100031426, 100031465, 100031927, 100041134, 100041465, 100041996, 100051134, 100051465, 100051765, 100051996, 100061134, 100061465, 100061765, 100061996, 100071134, 100071465, 100081134, 100081465, 100091134, 100091996, 100101134, 100101173, 100101669, 100101996, 100111134, 100111173, 100111996, 100121134, 100121996, 100131173, 100131996, 100141173, 100151350, 100201426, 100211426, 100221426, 100221695, 100261426, 100261627, 100271426, 100291627, 100321576, 100321627, 100331576, 100332096, 100342096, 100371627, 100371906, 100381576, 100381627, 100401576, 100411906, 100431906, 100441906, 100451576, 100451906, 100471576, 100481576, 101311528, 101321528, 101331528, 101341528]",64
2820,"[100071146, 100111146, 100121146]",3
2821,"[100041146, 100051146]",2
2822,"[100111150, 100161150, 100201150, 100271150]",4
2823,"[100141150, 100181150, 100261150]",3
2824,"[100051154, 100061150]",2
2825,"[100111794, 100141561, 100151150, 100151561, 100191150, 100231150, 100291150, 100531456, 100541456, 100581462, 100691795, 100701795, 100721564, 100731564]",14
2826,"[100101606, 100161613, 100172120, 100291339, 100311339, 100331150, 100351150, 100471347, 100472117, 100511347, 100621343, 100641343, 100661343, 100831344, 100851344, 100871344, 100931340, 100951340, 100971340, 101131342, 101171342, 101491341, 101511341]",23
2827,"[100041264, 100071264, 100101264, 100131264, 100141264, 100161810, 100321150]",7
2828,"[100061152, 100071152]",2
2829,"[10057745, 100201152]",2
2830,"[10019848, 100161152]",2
2831,"[10056745, 100191152]",2
2832,"[10063745, 100231152]",2
2833,"[10064745, 100241152]",2
2834,"[10015849, 10020848, 10025767, 10037769, 10049745, 10054745, 10072875, 10094753, 10178772, 10216658, 10525701, 11641759, 100111189, 100111682, 100161345, 100171152, 100241859, 100251710, 100281378, 100322024, 100342036, 100371656, 100381417, 100381460, 100401792, 100442059, 100552130, 100572234, 100631883, 100631917, 100711986, 100741346, 100981271, 101101603, 101172291, 101231568, 101331946, 101782108, 101882170, 102101522, 102261754, 102871492, 112531620]",43
2835,"[10028767, 10039769, 10052745, 10062745, 10076875, 10097753, 10185772, 10218658, 10530701, 11643759, 100141189, 100221152, 100221345, 100261859, 100281710, 100342024, 100362036, 100411417, 100431460, 100431792, 100461656, 100462059, 100592234, 100602130, 100651883, 100771346, 100801917, 101011271, 101121603, 101281568, 101302291, 101511946, 101852108, 101902170, 102121522, 102301754, 102891492, 112551620]",38
2836,"[10028767, 10039769, 10052745, 10076875, 10097753, 10112753, 10185772, 10218658, 10530701, 11643759, 100141189, 100221152, 100221345, 100261859, 100281710, 100342024, 100362036, 100411417, 100431460, 100431792, 100461656, 100462059, 100592234, 100602130, 100651883, 100771346, 100801917, 101011271, 101121603, 101281568, 101302291, 101511946, 101852108, 101902170, 102121522, 102301754, 102891492, 112551620]",38
2837,"[10065745, 100251152, 100761986]",3
2838,"[10066745, 10102753, 100261152, 100382024, 100791986]",5
2839,"[10102753, 100261152, 100382024, 100791986]",4
2840,"[10055745, 100181152]",2
2841,"[10015849, 10020848, 10025767, 10037769, 10049745, 10072875, 10094753, 10107753, 10178772, 10216658, 10525701, 11641759, 100111189, 100111682, 100161345, 100171152, 100241859, 100251710, 100281378, 100322024, 100342036, 100371656, 100381417, 100381460, 100401792, 100442059, 100552130, 100572234, 100631883, 100631917, 100711986, 100741346, 100981271, 101101603, 101172291, 101231568, 101331946, 101782108, 101882170, 102101522, 102261754, 102871492, 112531620]",43
2842,"[10150753, 100341378, 100381152, 100672024, 101281986]",5
2843,"[100201189, 100331378, 100371152]",3
2844,"[10143745, 100431152]",2
2845,"[10149745, 100471152]",2
2846,"[10142745, 100421152]",2
2847,"[10148745, 100461152]",2
2848,"[10144745, 100441152]",2
2849,"[10150745, 100481152]",2
2850,"[10151745, 100491152]",2
2851,"[10010746, 100051155]",2
2852,"[10009746, 100041155]",2
2853,"[10008746, 100031155]",2
2854,"[10124746, 100301155]",2
2855,"[10122746, 100281155]",2
2856,"[10131746, 100341155]",2
2857,"[10129746, 100321155]",2
2858,"[100001153, 100411155]",2
2859,"[10139746, 100441155]",2
2860,"[100011153, 100421155]",2
2861,"[100261159, 100271159, 100281159, 100291159, 100301159]",5
2862,"[100011170, 100061165]",2
2863,"[100021170, 100071165]",2
2864,"[100011165, 100031170, 100081165, 100091170]",4
2865,"[100001166, 100021166]",2
2866,"[100041166, 100051166, 100061166]",3
2867,"[100011166, 100031166]",2
2868,"[100001130, 100031168]",2
2869,"[100121168, 100131168]",2
2870,"[100161168, 100171168]",2
2871,"[100141168, 100151168]",2
2872,"[100001165, 100001170]",2
2873,"[10043752, 100021187]",2
2874,"[10048752, 100051187]",2
2875,"[10114753, 100161189]",2
2876,"[10113753, 100151189]",2
2877,"[10183753, 100251189]",2
2878,"[10182753, 100241189]",2
2879,"[10187753, 100271189]",2
2880,"[10186753, 100261189]",2
2881,"[100101527, 100121197, 100381197, 100591210]",4
2882,"[10016246, 100061527, 100081527, 100101527, 100121197, 100241776, 100361438, 100381197, 100591210]",9
2883,"[100191197, 100211197, 100341197, 100511210]",4
2884,"[100191197, 100211197, 100341197, 100491210]",4
2885,"[100201197, 100221197]",2
2886,"[100191198, 100291197, 100301197, 100311197, 100321197, 100331197, 100351197, 100361197, 100371197]",9
2887,"[100191198, 100201198, 100211198, 100221198, 100231198, 100311197]",6
2888,"[100231198, 100291197, 100301197, 100311197, 100321197, 100331197, 100351197, 100361197, 100371197]",9
2889,"[100211198, 100291197, 100301197, 100311197, 100321197, 100331197, 100351197, 100361197, 100371197]",9
2890,"[100191198, 100201198, 100211198, 100221198, 100231198, 100291197]",6
2891,"[100191198, 100201198, 100211198, 100221198, 100231198, 100331197]",6
2892,"[100221198, 100291197, 100301197, 100311197, 100321197, 100331197, 100351197, 100361197, 100371197]",9
2893,"[100201198, 100291197, 100301197, 100311197, 100321197, 100331197, 100351197, 100361197, 100371197]",9
2894,"[100291197, 100301197, 100311197, 100321197, 100331197, 100351197, 100361197, 100371197]",8
2895,"[10016246, 100101527, 100121197, 100241776, 100361438, 100381197, 100591210]",7
2896,"[100191197, 100211197, 100341197]",3
2897,"[100191198, 100201198, 100211198, 100221198, 100231198, 100321197]",6
2898,"[100191198, 100201198, 100211198, 100221198, 100231198, 100301197]",6
2899,"[100351210, 100441197]",2
2900,"[100421210, 100691197]",2
2901,"[100411210, 100681197]",2
2902,"[100021198, 100041198]",2
2903,"[100051198, 100071198]",2
2904,"[100101197, 100101198, 100431210]",3
2905,"[100121198, 100131198]",2
2906,"[100141198, 100151198]",2
2907,"[10003835, 100041734, 100081734, 100321198, 100341198]",5
2908,"[10003835, 100041734, 100321198]",3
2909,"[100041734, 100081734, 100321198, 100341198]",4
2910,"[100071734, 100331198]",2
2911,"[100031199, 100061199, 100071199, 100101199, 100111199]",5
2912,"[100021199, 100061199, 100071199, 100101199]",4
2913,"[100131734, 100281198]",2
2914,"[100031199, 100071199, 100111199]",3
2915,"[100051199, 100091199]",2
2916,"[100061199, 100071199, 100101199, 100111199]",4
2917,"[100021199, 100061199]",2
2918,"[100031199, 100071199, 100101199, 100111199]",4
2919,"[100001221, 100001223, 100001225, 100001307, 100001317, 100001398, 100001439, 100001445, 100001549, 100001551, 100001586, 100001587, 100001713, 100001717, 100001730, 100001779, 100001781, 100011200, 100031304]",19
2920,"[100031201, 100071201]",2
2921,"[100061201, 100091201]",2
2922,"[100041201, 100081201]",2
2923,"[100001202, 100021203]",2
2924,"[100091205, 100111205]",2
2925,"[100171205, 100181205]",2
2926,"[100011208, 100251205]",2
2927,"[100281205, 100321205]",2
2928,"[100271205, 100311205]",2
2929,"[100021208, 100291205, 100351205, 100361205]",4
2930,"[100301205, 100371205]",2
2931,"[100441205, 100461205, 100471205, 100481205, 100491205, 100511205, 100531205, 101532077]",8
2932,"[100241205, 100391205, 100411205]",3
2933,"[100451205, 100501205, 100521205, 100541205]",4
2934,"[100431205, 100601205]",2
2935,"[100001199, 100001208, 100641205]",3
2936,"[100221205, 100651205]",2
2937,"[100621205, 100671205]",2
2938,"[100001205, 100701205]",2
2939,"[100561205, 101111205]",2
2940,"[101161205, 101171205]",2
2941,"[101131205, 101141205]",2
2942,"[100571205, 101121205]",2
2943,"[100001210, 100011210, 100031210]",3
2944,"[100001210, 100011210, 100021210]",3
2945,"[100001210, 100021210, 100031210]",3
2946,"[100011210, 100021210, 100031210]",3
2947,"[100111210, 100161210]",2
2948,"[10022866, 100061210]",2
2949,"[100141210, 100151210]",2
2950,"[100191197, 100491210, 100511210]",3
2951,"[100501210, 100521210]",2
2952,"[100241197, 100531210]",2
2953,"[100211197, 100491210, 100511210]",3
2954,"[100251197, 100541210]",2
2955,"[100571210, 100581210]",2
2956,"[100161211, 100171211]",2
2957,"[100181211, 100291211]",2
2958,"[100231211, 100261211]",2
2959,"[100381211, 100401211, 100411211, 100431211, 100441211, 100461211, 100471211, 100491211, 100501211, 100521211]",10
2960,"[100391211, 100421211, 100451211, 100481211, 100511211]",5
2961,"[100551211, 100571211, 100591211, 100611211]",4
2962,"[100051211, 100641211, 100681211]",3
2963,"[100731211, 100741211]",2
2964,"[100751211, 100781211, 100811211]",3
2965,"[100541211, 100931211]",2
2966,"[100991211, 101011211, 101061211, 101081211]",4
2967,"[100981211, 101001211, 101051211, 101071211, 101161211]",5
2968,"[100981211, 101001211, 101031211, 101051211, 101071211, 101101211, 101151211, 101161211]",8
2969,"[101021211, 101091211, 101131211]",3
2970,"[100981211, 101031211, 101051211, 101101211, 101141211]",5
2971,"[101031211, 101101211, 101141211, 101151211]",4
2972,"[100971211, 101191211, 101221211]",3
2973,"[100971211, 101191211]",2
2974,"[100981211, 101001211, 101051211, 101071211, 101151211, 101161211]",6
2975,"[100981211, 101051211, 101141211, 101151211, 101161211]",5
2976,"[100951211, 101171211]",2
2977,"[101191211, 101221211]",2
2978,"[101181211, 101201211, 101211211, 101231211]",4
2979,"[100071224, 100111215, 100111216, 100111227, 100121217, 100121226]",6
2980,"[100001220, 100011215, 100011216, 100011227, 100021223, 100031224, 100041218, 100041225, 100061222]",9
2981,"[100151223, 100161215, 100161216, 100161220, 100161227, 100171217, 100171218, 100171225, 100171226, 100191222, 100261224]",11
2982,"[100021215, 100021216, 100021227, 100031223]",4
2983,"[100001215, 100001216, 100001227, 100011223, 100031218, 100031222, 100091224]",7
2984,"[100161223, 100181215, 100181216, 100181220, 100181225, 100181227, 100191217, 100191218, 100191226, 100211222, 100251224]",11
2985,"[100041220, 100201215, 100201216]",3
2986,"[100031220, 100211215, 100211216]",3
2987,"[100031215, 100031216, 100031227, 100041217, 100041223, 100041226, 100051220, 100061218, 100061225, 100081222, 100121224]",11
2988,"[100041215, 100041216, 100041227, 100051217, 100051223, 100051226, 100061220, 100071218, 100071225, 100091222, 100131224]",11
2989,"[100071215, 100071216, 100071227, 100081217, 100081223, 100081226, 100091220, 100101218, 100101225, 100121222, 100151224]",11
2990,"[100061215, 100061216, 100061227, 100071217, 100071223, 100071226, 100081220, 100091218, 100091225, 100111222, 100141224]",11
2991,"[100151215, 100151216, 100151220, 100151227, 100161217, 100161218, 100161226, 100181222]",8
2992,"[100121215, 100121216, 100121220, 100121223, 100121227, 100131217, 100131218, 100131226, 100141225, 100151222, 100221224]",11
2993,"[100191215, 100191216, 100201226]",3
2994,"[100171215, 100171216, 100171227, 100181217, 100181226, 100271224]",6
2995,"[100051215, 100051216, 100051227, 100061217, 100061223, 100061226, 100071220, 100081218, 100081225, 100101222, 100161224]",11
2996,"[100141215, 100141216, 100141220, 100141223, 100141227, 100151217, 100151218, 100151226, 100161225, 100171222, 100231224]",11
2997,"[100131215, 100131216, 100131220, 100131223, 100131227, 100141217, 100141218, 100141226, 100151225, 100161222, 100211224]",11
2998,"[100081215, 100081216, 100091223, 100091226, 100111225]",5
2999,"[100101215, 100101216]",2
3000,"[100001224, 100031217]",2
3001,"[100111224, 100171223, 100191220, 100191225, 100191227, 100201217, 100201218, 100221222]",8
3002,"[100111220, 100121218, 100141222]",3
3003,"[100091217, 100101220, 100111218, 100131222]",4
3004,"[100001218, 100001222, 100021220]",3
3005,"[100171220, 100181218, 100201222]",3
3006,"[100021218, 100021222, 100021224, 100221218, 100241222]",5
3007,"[100101227, 100231218, 100251222]",3
3008,"[100211226, 100241218, 100261222]",3
3009,"[100111217, 100111223, 100111226, 100131225, 100201220]",5
3010,"[100011218, 100011222]",2
3011,"[100051218, 100071222]",2
3012,"[100211218, 100231222]",2
3013,"[100091216, 100101223, 100121225]",3
3014,"[100001226, 100011225]",2
3015,"[100011217, 100021226]",2
3016,"[100011220, 100031226]",2
3017,"[100091215, 100101226]",2
3018,"[100071238, 100081238, 100091238, 100101238, 100131238]",5
3019,"[100071238, 100081238, 100091238, 100101238, 100111238]",5
3020,"[100071238, 100081238, 100091238, 100101238, 100121238]",5
3021,"[100071238, 100081238, 100091238, 100101238, 100141238]",5
3022,"[100071238, 100111238, 100121238, 100131238, 100141238]",5
3023,"[100101238, 100111238, 100121238, 100131238, 100141238]",5
3024,"[100091238, 100111238, 100121238, 100131238, 100141238]",5
3025,"[100081238, 100111238, 100121238, 100131238, 100141238]",5
3026,"[100211238, 100271238, 100331238, 100391238, 100451238, 100511238, 100571238, 100631238, 100691238, 100751238, 100811238, 100871238, 100931238, 100991238, 101051238]",15
3027,"[100201238, 100261238, 100321238]",3
3028,"[100191238, 100371238, 100551238, 100731238, 100911238]",5
3029,"[100251238, 100431238, 100611238, 100791238, 100971238]",5
3030,"[100381238, 100441238, 100501238, 100561238, 100621238, 100681238, 100741238, 100801238, 100861238]",9
3031,"[100311238, 100491238, 100671238, 100851238, 101031238]",5
3032,"[100921238, 100981238, 101041238]",3
3033,"[100081245, 100111240]",2
3034,"[100071245, 100101240]",2
3035,"[100061245, 100091240]",2
3036,"[100121272, 100661240, 100731245, 100981244]",4
3037,"[100141272, 100701240, 100781245, 101001244]",4
3038,"[100061263, 100401242, 100531609]",3
3039,"[100291263, 100611242]",2
3040,"[100721242, 100761242]",2
3041,"[100361263, 100561263, 100711242, 100751242, 101051242, 101091242]",6
3042,"[100741242, 100851242, 101001242]",3
3043,"[101021242, 101061242, 101101242, 101131242, 101241242, 101391242]",6
3044,"[101041242, 101081242]",2
3045,"[101121242, 101221242]",2
3046,"[100191242, 101321242]",2
3047,"[101111242, 101351242]",2
3048,"[100341242, 101261242]",2
3049,"[101411242, 101431242]",2
3050,"[100731247, 101561242]",2
3051,"[100021241, 100021243]",2
3052,"[100001241, 100001243]",2
3053,"[100011241, 100011243]",2
3054,"[100031241, 100031243]",2
3055,"[100181244, 100381244]",2
3056,"[100211244, 100431244]",2
3057,"[100201244, 100421244]",2
3058,"[100191244, 100391244]",2
3059,"[100681240, 100761245, 100991244]",3
3060,"[100001240, 100001245]",2
3061,"[100021240, 100021245]",2
3062,"[100011240, 100011245]",2
3063,"[100061240, 100101245]",2
3064,"[100031240, 100031245]",2
3065,"[100161240, 100161245]",2
3066,"[100191240, 100191245]",2
3067,"[100171240, 100171245]",2
3068,"[100131240, 100131245]",2
3069,"[100071240, 100091245]",2
3070,"[100121240, 100121245]",2
3071,"[100151240, 100151245]",2
3072,"[100081240, 100111245]",2
3073,"[100181240, 100181245]",2
3074,"[100141240, 100141245]",2
3075,"[100251240, 100271245]",2
3076,"[100291240, 100311245]",2
3077,"[100301240, 100321245]",2
3078,"[100331240, 100351245]",2
3079,"[100261240, 100281245]",2
3080,"[100341240, 100361245]",2
3081,"[100271240, 100291245]",2
3082,"[100311240, 100331245]",2
3083,"[100361240, 100381245]",2
3084,"[100351240, 100371245]",2
3085,"[100321240, 100341245]",2
3086,"[100461240, 100461245]",2
3087,"[100431240, 100491245]",2
3088,"[100401240, 100431245]",2
3089,"[100411240, 100481245]",2
3090,"[100391240, 100421245]",2
3091,"[100441240, 100441245]",2
3092,"[100421240, 100471245]",2
3093,"[100471240, 100501245]",2
3094,"[100531240, 100561245]",2
3095,"[100451240, 100451245]",2
3096,"[100481240, 100511245]",2
3097,"[100491240, 100521245]",2
3098,"[100521240, 100551245]",2
3099,"[100511240, 100541245]",2
3100,"[100541240, 100581245]",2
3101,"[100501240, 100531245]",2
3102,"[100571240, 100641245]",2
3103,"[100581240, 100651245]",2
3104,"[100591240, 100661245]",2
3105,"[100631240, 100701245]",2
3106,"[100621240, 100691245]",2
3107,"[100601240, 100671245]",2
3108,"[100641240, 100711245]",2
3109,"[100651240, 100721245]",2
3110,"[100691240, 100771245]",2
3111,"[10025586, 100011246, 100011264, 100071246, 100111246, 101572246]",6
3112,"[100022105, 100041246]",2
3113,"[100001247, 100011247, 100011249]",3
3114,"[100001247, 100001249, 100011247]",3
3115,"[100051246, 100091246, 100131246]",3
3116,"[100081246, 100121246]",2
3117,"[100221247, 100231247]",2
3118,"[100151247, 100161247]",2
3119,"[100251247, 100261247]",2
3120,"[100301247, 100321247]",2
3121,"[100331247, 100351247]",2
3122,"[100361247, 100381247]",2
3123,"[100451247, 100481247]",2
3124,"[100561249, 100591257, 100631247, 100661253]",4
3125,"[100811247, 100821247]",2
3126,"[100811247, 100821247, 101231760]",3
3127,"[100001247, 100001249, 100011249]",3
3128,"[100061249, 100071249]",2
3129,"[100001249, 100011247, 100011249]",3
3130,"[100011256, 100231249]",2
3131,"[100001256, 100221249]",2
3132,"[100241249, 100271249]",2
3133,"[100321249, 100331249]",2
3134,"[100351249, 100361249]",2
3135,"[100401249, 100411249]",2
3136,"[100431249, 100451249]",2
3137,"[100191249, 100661249]",2
3138,"[100041274, 100081250, 100101274]",3
3139,"[100011250, 100031274, 100071250, 100091274]",4
3140,"[100131249, 100151250]",2
3141,"[100021252, 100041252]",2
3142,"[100141252, 100161252]",2
3143,"[100191252, 100221252]",2
3144,"[100081265, 100191257, 100221253]",3
3145,"[100211257, 100271253]",2
3146,"[100111265, 100321257, 100511253]",3
3147,"[100401257, 100591253]",2
3148,"[100121265, 100391257, 100581253]",3
3149,"[100681257, 100731253]",2
3150,"[100061258, 100071258]",2
3151,"[100051258, 100081258, 100091258, 100101258]",4
3152,"[100001254, 100001259]",2
3153,"[100011254, 100011259]",2
3154,"[100001272, 100161258]",2
3155,"[100021254, 100021259]",2
3156,"[100001261, 100091261]",2
3157,"[100031261, 100041261, 100131261]",3
3158,"[100031261, 100041261, 100121261]",3
3159,"[100071261, 100081261]",2
3160,"[100031261, 100121261, 100131261]",3
3161,"[100041261, 100121261, 100131261]",3
3162,"[100011261, 100101261]",2
3163,"[100021261, 100111261]",2
3164,"[100051261, 100141261]",2
3165,"[100061261, 100151261]",2
3166,"[100011262, 100021262]",2
3167,"[100001265, 100201261]",2
3168,"[100031262, 100071262, 100091262]",3
3169,"[100031262, 100051262, 100071262]",3
3170,"[100051262, 100071262, 100091262]",3
3171,"[100031262, 100051262, 100091262]",3
3172,"[100061262, 100081262, 100101262]",3
3173,"[100041262, 100081262, 100101262]",3
3174,"[100041262, 100061262, 100101262]",3
3175,"[100041262, 100061262, 100081262]",3
3176,"[100131262, 100331262, 100401262, 100461262, 100521262, 100581262, 100641262, 100701262, 100761262, 100821262, 100881262, 100941262, 101001262, 101061262, 101121262, 101181262, 101241262, 101301262, 101361262, 101421262, 101481262, 101541262, 101601262, 101661262, 101721262, 101781262, 101841262, 101901262, 101961262, 102011262, 102071262, 102131262, 102191262]",33
3177,"[100321262, 100381262, 100441262, 100501262, 100561262, 100621262, 100681262, 100741262, 100801262, 100861262, 100921262, 100981262, 101041262, 101101262, 101161262, 101221262, 101281262, 101341262, 101401262, 101461262, 101521262, 101581262, 101641262, 101701262, 101761262, 101821262, 101881262, 101951262, 102001262, 102061262, 102121262, 102181262]",32
3178,"[100301262, 100361262, 100421262, 100481262, 100541262, 100601262, 100661262, 100721262, 100781262, 100841262, 100901262, 100961262, 101021262, 101081262, 101141262, 101201262, 101261262, 101321262, 101381262, 101441262, 101501262, 101561262, 101621262, 101681262, 101741262, 101801262, 101861262, 101931262, 101981262, 102041262, 102101262, 102161262]",32
3179,"[100141262, 100371262, 100431262, 100491262, 100551262, 100611262, 100671262, 100731262, 100791262, 100851262, 100911262, 100971262, 101031262, 101091262, 101151262, 101211262, 101271262, 101331262, 101391262, 101451262, 101511262, 101571262, 101631262, 101691262, 101751262, 101811262, 101871262]",27
3180,"[100532311, 100991262, 101051262, 101111262, 101171262, 101231262, 101291262, 101351262, 101411262, 101471262, 101531262, 101591262, 101651262]",13
3181,"[100511262, 101711262]",2
3182,"[100571262, 101771262]",2
3183,"[100631262, 101831262]",2
3184,"[100691262, 101891262]",2
3185,"[100311262, 101941262, 101991262, 102051262, 102111262, 102171262]",6
