,clones,len
466,"[10004483, 10006483, 10008483, 10010483, 10020483, 10022483, 10024483, 10026483, 10036483, 10038483, 10044483, 10046483, 10052483, 10054483, 10056483, 10058483, 10064483, 10066483, 10072483, 10074483, 10084483, 10086483, 10092483, 10094483, 10100483, 10102483, 10104483, 10106483, 10112483, 10114483, 10120483, 10122483, 10132483, 10134483, 10140483, 10142483, 10148483, 10150483, 10152483, 10154483, 10160483, 10162483, 10168483, 10170483, 10180483, 10182483, 10188483, 10190483, 10196483, 10198483, 10200483, 10202483, 10208483, 10210483, 10216483, 10218483, 10228483, 10230483, 10236483, 10238483, 10240483, 10242483, 10248483, 10250483, 10260483, 10262483, 10268483, 10270483, 10276483, 10278483, 10280483, 10282483, 10288483, 10290483, 10296483, 10298483, 10308483, 10310483, 10316483, 10318483, 10324483, 10326483, 10328483, 10330483, 10336483, 10338483, 10344483, 10346483, 10356483, 10358483, 10364483, 10366483, 10372483, 10374483, 10380483, 10382483, 10384483, 10386483, 10392483, 10394483, 10400483, 10402483, 10408483, 10410483, 10420483, 10422483, 10428483, 10430483, 10436483, 10438483, 10444483, 10446483, 10448483, 10450483, 10456483, 10458483, 10464483, 10466483, 10472483, 10474483, 10484483, 10486483, 10492483, 10494483, 10500483, 10502483, 10508483, 10510483, 10512483, 10514483, 10520483, 10522483, 10528483, 10530483, 10536483, 10538483, 10548483, 10550483, 10556483, 10558483, 10564483, 10566483, 10572483, 10574483, 10576483, 10578483, 10584483, 10586483, 10592483, 10594483, 10600483, 10602483, 10608483, 10610483, 10620483, 10622483, 10628483, 10630483, 10632483, 10634483, 10646483, 10648483, 10656483, 10658483, 10666483, 10668483, 10682483, 10684483, 10692483, 10694483, 10702483, 10704483, 10712483, 10714483, 10756483, 10758483, 10764483, 10766483, 10772483, 10774483, 10776483, 10778483, 10784483, 10786483, 10792483, 10794483, 10804483, 10806483, 10812483, 10814483, 10820483, 10822483, 10824483, 10826483, 10832483, 10834483, 10840483, 10842483, 10852483, 10854483, 10860483, 10862483, 10868483, 10870483, 10872483, 10874483, 10880483, 10882483, 10888483, 10890483, 10902483, 10904483, 10908483, 10910483, 10928483, 10930483, 10936483, 10938483, 10940483, 10942483, 10948483, 10950483, 10960483, 10962483, 10968483, 10970483, 10972483, 10974483, 10980483, 10982483, 10992483, 10994483, 11000483, 11002483, 11004483, 11006483, 11012483, 11014483, 11024483, 11026483, 11028483, 11030483]",242
467,"[10001483, 10003483, 10017483, 10019483, 10033483, 10035483, 10041483, 10043483, 10049483, 10051483, 10081483, 10083483, 10089483, 10091483, 10097483, 10099483, 10129483, 10131483, 10137483, 10139483, 10145483, 10147483, 10177483, 10179483, 10185483, 10187483, 10193483, 10195483, 10225483, 10227483, 10233483, 10235483, 10257483, 10259483, 10265483, 10267483, 10273483, 10275483, 10305483, 10307483, 10313483, 10315483, 10321483, 10323483, 10353483, 10355483, 10361483, 10363483, 10369483, 10371483, 10377483, 10379483, 10417483, 10419483, 10425483, 10427483, 10433483, 10435483, 10441483, 10443483, 10481483, 10483483, 10489483, 10491483, 10497483, 10499483, 10505483, 10507483, 10545483, 10547483, 10553483, 10555483, 10561483, 10563483, 10569483, 10571483, 10617483, 10619483, 10625483, 10627483, 10643483, 10645483, 10653483, 10655483, 10663483, 10665483, 10753483, 10755483, 10761483, 10763483, 10769483, 10771483, 10801483, 10803483, 10809483, 10811483, 10817483, 10819483, 10849483, 10851483, 10857483, 10859483, 10865483, 10867483, 10899483, 10901483, 10925483, 10927483, 10933483, 10935483, 10957483, 10959483, 10965483, 10967483, 10989483, 10991483, 10997483, 10999483, 11021483, 11023483]",120
468,"[10005483, 10007483, 10009483, 10011483, 10021483, 10023483, 10025483, 10027483, 10037483, 10039483, 10045483, 10047483, 10053483, 10055483, 10057483, 10059483, 10065483, 10067483, 10073483, 10075483, 10085483, 10087483, 10093483, 10095483, 10101483, 10103483, 10105483, 10107483, 10113483, 10115483, 10121483, 10123483, 10133483, 10135483, 10141483, 10143483, 10149483, 10151483, 10153483, 10155483, 10161483, 10163483, 10169483, 10171483, 10181483, 10183483, 10189483, 10191483, 10197483, 10199483, 10201483, 10203483, 10209483, 10211483, 10217483, 10219483, 10229483, 10231483, 10237483, 10239483, 10241483, 10243483, 10249483, 10251483, 10261483, 10263483, 10269483, 10271483, 10277483, 10279483, 10281483, 10283483, 10289483, 10291483, 10297483, 10299483, 10309483, 10311483, 10317483, 10319483, 10325483, 10327483, 10329483, 10331483, 10337483, 10339483, 10345483, 10347483, 10357483, 10359483, 10365483, 10367483, 10373483, 10375483, 10381483, 10383483, 10385483, 10387483, 10393483, 10395483, 10401483, 10403483, 10409483, 10411483, 10421483, 10423483, 10429483, 10431483, 10437483, 10439483, 10445483, 10447483, 10449483, 10451483, 10457483, 10459483, 10465483, 10467483, 10473483, 10475483, 10485483, 10487483, 10493483, 10495483, 10501483, 10503483, 10509483, 10511483, 10513483, 10515483, 10521483, 10523483, 10529483, 10531483, 10537483, 10539483, 10549483, 10551483, 10557483, 10559483, 10565483, 10567483, 10573483, 10575483, 10577483, 10579483, 10585483, 10587483, 10593483, 10595483, 10601483, 10603483, 10609483, 10611483, 10621483, 10623483, 10629483, 10631483, 10633483, 10635483, 10647483, 10649483, 10657483, 10659483, 10667483, 10669483, 10683483, 10685483, 10693483, 10695483, 10703483, 10705483, 10713483, 10715483, 10757483, 10759483, 10765483, 10767483, 10773483, 10775483, 10777483, 10779483, 10785483, 10787483, 10793483, 10795483, 10805483, 10807483, 10813483, 10815483, 10821483, 10823483, 10825483, 10827483, 10833483, 10835483, 10841483, 10843483, 10853483, 10855483, 10861483, 10863483, 10869483, 10871483, 10873483, 10875483, 10881483, 10883483, 10889483, 10891483, 10903483, 10905483, 10909483, 10911483, 10929483, 10931483, 10937483, 10939483, 10941483, 10943483, 10949483, 10951483, 10961483, 10963483, 10969483, 10971483, 10973483, 10975483, 10981483, 10983483, 10993483, 10995483, 11001483, 11003483, 11005483, 11007483, 11013483, 11015483, 11025483, 11027483, 11029483, 11031483]",242
469,"[10013483, 10015483, 10029483, 10031483, 10061483, 10063483, 10069483, 10071483, 10077483, 10079483, 10109483, 10111483, 10117483, 10119483, 10125483, 10127483, 10157483, 10159483, 10165483, 10167483, 10173483, 10175483, 10205483, 10207483, 10213483, 10215483, 10221483, 10223483, 10245483, 10247483, 10253483, 10255483, 10285483, 10287483, 10293483, 10295483, 10301483, 10303483, 10333483, 10335483, 10341483, 10343483, 10349483, 10351483, 10389483, 10391483, 10397483, 10399483, 10405483, 10407483, 10413483, 10415483, 10453483, 10455483, 10461483, 10463483, 10469483, 10471483, 10477483, 10479483, 10517483, 10519483, 10525483, 10527483, 10533483, 10535483, 10541483, 10543483, 10581483, 10583483, 10589483, 10591483, 10597483, 10599483, 10605483, 10607483, 10613483, 10615483, 10637483, 10639483, 10687483, 10689483, 10697483, 10699483, 10707483, 10709483, 10717483, 10719483, 10781483, 10783483, 10789483, 10791483, 10797483, 10799483, 10829483, 10831483, 10837483, 10839483, 10845483, 10847483, 10877483, 10879483, 10885483, 10887483, 10893483, 10895483, 10913483, 10915483, 10945483, 10947483, 10953483, 10955483, 10977483, 10979483, 10985483, 10987483, 11009483, 11011483, 11017483, 11019483, 11033483, 11035483]",122
470,"[10012483, 10014483, 10028483, 10030483, 10060483, 10062483, 10068483, 10070483, 10076483, 10078483, 10108483, 10110483, 10116483, 10118483, 10124483, 10126483, 10156483, 10158483, 10164483, 10166483, 10172483, 10174483, 10204483, 10206483, 10212483, 10214483, 10220483, 10222483, 10244483, 10246483, 10252483, 10254483, 10284483, 10286483, 10292483, 10294483, 10300483, 10302483, 10332483, 10334483, 10340483, 10342483, 10348483, 10350483, 10388483, 10390483, 10396483, 10398483, 10404483, 10406483, 10412483, 10414483, 10452483, 10454483, 10460483, 10462483, 10468483, 10470483, 10476483, 10478483, 10516483, 10518483, 10524483, 10526483, 10532483, 10534483, 10540483, 10542483, 10580483, 10582483, 10588483, 10590483, 10596483, 10598483, 10604483, 10606483, 10612483, 10614483, 10636483, 10638483, 10686483, 10688483, 10696483, 10698483, 10706483, 10708483, 10716483, 10718483, 10780483, 10782483, 10788483, 10790483, 10796483, 10798483, 10828483, 10830483, 10836483, 10838483, 10844483, 10846483, 10876483, 10878483, 10884483, 10886483, 10892483, 10894483, 10912483, 10914483, 10944483, 10946483, 10952483, 10954483, 10976483, 10978483, 10984483, 10986483, 11008483, 11010483, 11016483, 11018483, 11032483, 11034483]",122
471,"[10640483, 10660483, 10670483, 10680483, 10700483, 10720483, 10722483, 10728483, 10730483, 10732483, 10734483, 10740483, 10742483, 10896483, 10906483, 10916483, 10918483, 10920483, 10922483]",19
472,"[10641483, 10661483, 10671483, 10681483, 10701483, 10721483, 10723483, 10729483, 10731483, 10733483, 10735483, 10741483, 10743483, 10897483, 10907483, 10917483, 10919483, 10921483, 10923483]",19
473,"[10672483, 10674483]",2
474,"[10673483, 10675483]",2
475,"[10676483, 10678483]",2
476,"[10677483, 10679483]",2
477,"[10651483, 10691483, 10711483, 10725483, 10727483, 10737483, 10739483, 10745483, 10747483, 10749483, 10751483]",11
478,"[10650483, 10690483, 10710483, 10724483, 10726483, 10736483, 10738483, 10744483, 10746483, 10748483, 10750483]",11
479,"[11036483, 11038483]",2
480,"[11037483, 11039483]",2
481,"[11041483, 11043483, 11045483, 11047483]",4
482,"[11040483, 11042483, 11044483, 11046483]",4
483,"[10000482, 11048483]",2
484,"[11328483, 11329483]",2
485,"[10020484, 10021484, 10022484]",3
486,"[10020484, 10021484]",2
487,"[10025484, 10026484]",2
488,"[10021484, 10022484]",2
489,"[10033484, 10034484]",2
490,"[10002488, 10004488]",2
491,"[10001488, 10003488]",2
492,"[10002519, 10003519, 10003545, 10004519, 10005521, 10006488, 10007517, 10007519, 10008517, 10011501, 10036514, 10037514, 10038514, 10039514, 10041514, 10042514, 10043514, 10047514, 10050500, 10055500, 10057500]",21
493,"[10002519, 10003545, 10006488, 10007519, 10036514, 10037514, 10038514, 10042514, 10043514, 10044514, 10045514, 10047514, 10050500]",13
494,"[10003507, 10004545, 10008488, 10013519, 10041521, 10050514, 10064500]",7
495,"[10002519, 10003519, 10004519, 10006488, 10007519, 10041514, 10042514, 10047514]",8
496,"[10006519, 10007488, 10031521, 10033521, 10039514, 10040514, 10055500, 10057500, 10058500, 10059500, 10062500]",11
497,"[10006519, 10007488, 10008519, 10062500]",4
498,"[10002519, 10003519, 10003545, 10004519, 10005521, 10006488, 10007517, 10007519, 10008517, 10011501, 10036514, 10037514, 10038514, 10041514, 10042514, 10047514, 10050500]",17
499,"[10002519, 10005521, 10006488, 10006521, 10007517, 10007519, 10008517, 10011501, 10042514, 10047514]",10
500,"[10000519, 10002545, 10005488, 10006517, 10009501, 10033514, 10049500]",7
501,"[10001519, 10002519, 10003519, 10004519, 10006488, 10007517, 10007519, 10008517, 10010519, 10011501, 10041514, 10042514, 10043514, 10047514]",14
502,"[10026494, 10028494, 10032494, 10033494]",4
503,"[10021494, 10022494]",2
504,"[10030494, 10031494]",2
505,"[10027494, 10029494]",2
506,"[10024494, 10034494]",2
507,"[10025494, 10035494]",2
508,"[10047494, 10050494, 10053519, 10057519, 10063494, 10067494, 10079494, 10166501, 10170501]",9
509,"[10042494, 10045494]",2
510,"[10046494, 10049494, 10052519, 10056519, 10062494, 10066494, 10078494, 10165501, 10169501]",9
511,"[10053494, 10055494, 10082494, 10086494, 10088494, 10094494]",6
512,"[10051494, 10057494, 10080494, 10084494, 10096494]",5
513,"[10054494, 10056494, 10083494, 10087494, 10089494, 10095494]",6
514,"[10048494, 10059494]",2
515,"[10052494, 10058494, 10081494, 10085494, 10097494]",5
516,"[10065494, 10069494, 10172501]",3
517,"[10073494, 10075494, 10077494, 10093494]",4
518,"[10072494, 10074494, 10076494, 10092494]",4
519,"[10064494, 10068494, 10171501]",3
520,"[10071519, 10099494]",2
521,"[10070519, 10098494]",2
522,"[10072519, 10100494]",2
523,"[10007497, 10008497, 10026501, 10026517, 10027501, 10027517, 10029501, 10029517, 10031501, 10032501, 10032517, 10033501, 10033517, 10034517, 10035501, 10035517, 10037501, 10038501, 10049501, 10059501, 10061501, 10063501, 10064501, 10066501, 10067501, 10068501, 10069501, 10071501, 10072501, 10074501, 10084500, 10091500, 10096514, 10097514, 10103500, 10104500, 10111500, 10112500, 10119514, 10122500, 10130500, 10131500, 10134514, 10135500, 10135514, 10136500, 10142500, 10147500]",48
524,"[10002503, 10005497, 10006497, 10009497, 10010497, 10011497, 10012497, 10014523, 10017517, 10018517, 10019517, 10020517, 10021517, 10022517, 10028501, 10030501, 10030517, 10031517, 10034501, 10036501, 10036517, 10037517, 10039501, 10040501, 10041501, 10042501, 10043501, 10044501, 10045501, 10046501, 10047501, 10048501, 10058501, 10060501, 10062501, 10065501, 10070501, 10073501, 10082500, 10088500, 10091514, 10092514, 10093500, 10102500, 10103514, 10104514, 10107500, 10116500, 10119500, 10124514, 10125514, 10129500, 10134500, 10138500]",54
525,"[10001503, 10004497, 10006523, 10015517, 10025501]",5
526,"[10005503, 10013497, 10015523, 10040517, 10084501]",5
527,"[10014497, 10015497, 10016497, 10017497, 10106501, 10108501, 10110501, 10112501, 10124501, 10126501, 10127501]",11
528,"[10018497, 10019497, 10093501, 10117501, 10118501]",5
529,"[10020497, 10021497, 10088501, 10115501, 10116501, 10128501, 10129501, 10130501, 10131501]",9
530,"[10009503, 10022497, 10024523, 10075517, 10132501]",5
531,"[10022500, 10024500, 10026500, 10030500]",4
532,"[10028500, 10032500, 10033500]",3
533,"[10000517, 10001501, 10004501, 10022514, 10027514, 10029514, 10032514, 10035500, 10038500, 10039500]",10
534,"[10001517, 10002501, 10019514, 10025514, 10034500]",5
535,"[10018514, 10020514, 10024514, 10026514, 10028514, 10037500, 10040500]",7
536,"[10017514, 10021514, 10023514, 10030514, 10031514, 10036500]",6
537,"[10002497, 10002523, 10005517, 10008501, 10044500]",5
538,"[10004517, 10005514, 10042500]",3
539,"[10002519, 10003519, 10003545, 10004519, 10005521, 10006488, 10007517, 10007519, 10008517, 10011501, 10036514, 10037514, 10038514, 10041514, 10042514, 10044514, 10045514, 10047514, 10050500]",19
540,"[10003519, 10003545, 10006488, 10036514, 10037514, 10038514, 10041514, 10043514, 10044514, 10045514, 10050500]",11
541,"[10045500, 10047500]",2
542,"[10003545, 10036514, 10037514, 10038514, 10041514, 10042514, 10043514, 10044514, 10045514, 10047514, 10050500]",11
543,"[10001519, 10005519, 10006488, 10007488, 10010519, 10011519, 10039514, 10040514, 10055500, 10057500, 10058500, 10059500, 10062500]",13
544,"[10001519, 10003519, 10005519, 10010519, 10011519, 10039514, 10040514, 10055500, 10057500, 10058500, 10059500]",11
545,"[10001519, 10005519, 10007488, 10010519, 10011519, 10039514, 10040514, 10041514, 10055500, 10057500, 10058500, 10059500, 10062500]",13
546,"[10001519, 10005519, 10010519, 10011519, 10039514, 10040514, 10055500, 10057500, 10058500, 10059500]",10
547,"[10007488, 10030521, 10031521, 10032521, 10033521, 10034521, 10035521, 10037521, 10062500]",9
548,"[10002519, 10003519, 10004519, 10006488, 10007517, 10007519, 10008517, 10011501, 10040514, 10041514, 10042514, 10043514, 10044514, 10045514, 10047514, 10058500, 10059500]",17
549,"[10056500, 10060500]",2
550,"[10007488, 10030521, 10031521, 10032521, 10033521, 10035521, 10036521, 10037521, 10039521, 10062500]",10
551,"[10003497, 10015501, 10016501, 10017501, 10019501, 10072500]",6
552,"[10003523, 10014501, 10018501, 10073500, 10075500]",5
553,"[10004523, 10020501, 10022501, 10024501, 10078500]",5
554,"[10007523, 10080500, 10081500, 10083501, 10087500, 10090514, 10092500, 10095500, 10096500, 10101514, 10102514, 10105500, 10106500, 10115500, 10117500, 10118500, 10122514, 10123514, 10128500, 10132500, 10133500, 10137500, 10145500, 10150500]",24
555,"[10005523, 10021501, 10023501, 10074500]",4
556,"[10009523, 10012523, 10025517, 10038517, 10039517, 10052501, 10053501, 10077501, 10078501, 10081501, 10083500, 10090500, 10099500, 10108514, 10109514, 10110500, 10110514, 10111514, 10112514, 10113514, 10114514, 10115514, 10116514, 10117514, 10118514, 10129514, 10130514, 10131514, 10132514, 10133514, 10141500, 10146500]",32
557,"[10016517, 10024517, 10056501, 10057501, 10079501, 10086500, 10099514, 10100514, 10101500, 10114500, 10121514, 10124500, 10137514, 10138514, 10144500, 10149500]",16
558,"[10010523, 10013523, 10023517, 10028517, 10050501, 10051501, 10075501, 10076501, 10082501, 10085500, 10098514, 10100500, 10113500, 10120514, 10123500, 10125500, 10136514, 10143500, 10148500]",19
559,"[10077500, 10079500]",2
560,"[10004503, 10008523, 10011523, 10080501, 10089500, 10093514, 10094500, 10097500, 10105514, 10108500, 10120500, 10126514, 10139500]",13
561,"[10003503, 10054501, 10055501, 10094514, 10095514, 10098500, 10106514, 10107514, 10109500, 10121500, 10126500, 10127500, 10127514, 10128514, 10140500]",15
562,"[10151500, 10152500, 10154500, 10156500, 10157500, 10158500, 10159500, 10160500, 10162500, 10163500, 10164500, 10165500, 10166500, 10167500, 10169500, 10171500, 10172500, 10187500, 10188500, 10189500]",20
563,"[10085501, 10086501, 10087501, 10153500, 10155500, 10161500, 10168500, 10170500, 10173500]",9
564,"[10174500, 10175500, 10176500, 10177500, 10178500, 10179500, 10180500, 10181500, 10182500, 10183500, 10184500, 10185500, 10186500]",13
565,"[10190500, 10193500]",2
566,"[10200500, 10201500, 10202500, 10203500]",4
567,"[10078517, 10156501, 10157501, 10160501, 10204500, 10207500]",6
568,"[10160501, 10204500, 10207500]",3
569,"[10199500, 10208500]",2
570,"[10000488, 10000507, 10210500]",3
571,"[10025523, 10078517, 10156501, 10157501, 10159501, 10160501, 10204500]",7
572,"[10078517, 10156501, 10157501, 10160501, 10204500]",5
573,"[10010503, 10076517, 10077517, 10154501, 10155501, 10161501, 10209500]",7
574,"[10010503, 10076517, 10077517, 10154501, 10155501, 10209500]",6
575,"[10010503, 10161501, 10209500]",3
576,"[10223500, 10225500]",2
577,"[10028536, 10030536, 10231500]",3
578,"[10027536, 10028536, 10030536, 10231500]",4
579,"[10028536, 10029536, 10030536, 10231500]",4
580,"[10003501, 10005501]",2
581,"[10000523, 10007501]",2
582,"[10001497, 10001523, 10003517, 10006501]",4
583,"[10009517, 10013501]",2
584,"[10002519, 10003519, 10005521, 10006488, 10007517, 10007519, 10008517, 10011501, 10041514, 10042514, 10047514]",11
585,"[10010501, 10012501]",2
586,"[10017523, 10018523, 10019523, 10020523, 10021523, 10022523, 10023523, 10089501, 10090501, 10113501, 10114501, 10119501, 10120501]",13
587,"[10091501, 10092501, 10094501, 10095501, 10096501, 10097501, 10098501, 10099501, 10100501, 10101501, 10102501]",11
588,"[10016523, 10103501, 10104501, 10105501, 10107501, 10109501, 10111501, 10121501, 10122501, 10123501, 10125501]",11
589,"[10133501, 10134501]",2
590,"[10149501, 10150501, 10151501, 10152501, 10153501]",5
591,"[10147501, 10148501]",2
592,"[10025523, 10078517, 10156501, 10159501]",4
593,"[10011503, 10026523, 10080517, 10162501]",4
594,"[10006503, 10007503, 10008503, 10058517, 10059517, 10060517, 10061517]",7
595,"[10004514, 10007514]",2
596,"[10051514, 10052514, 10053514, 10054514, 10056514, 10057514]",6
597,"[10051514, 10054514]",2
598,"[10052514, 10053514, 10054514, 10056514, 10057514]",5
599,"[10053514, 10054514, 10055514, 10056514, 10057514]",5
600,"[10052514, 10055514, 10056514, 10057514]",4
601,"[10052514, 10053514, 10054514, 10055514]",4
602,"[10062514, 10064514, 10066514]",3
603,"[10058514, 10061514, 10074514]",3
604,"[10063514, 10065514]",2
605,"[10063514, 10065514, 10075514]",3
606,"[10035514, 10048514]",2
607,"[10067514, 10068514, 10069514, 10070514, 10071514, 10072514]",6
608,"[10063514, 10075514, 10079514, 10080514]",4
609,"[10076514, 10077514, 10078514]",3
610,"[10075514, 10080514, 10083514]",3
611,"[10076514, 10077514, 10078514, 10085514]",4
612,"[10081514, 10082514]",2
613,"[10080514, 10083514]",2
614,"[10075514, 10079514]",2
615,"[10077514, 10084514, 10085514, 10086514]",4
616,"[10084514, 10085514, 10086514]",3
617,"[10000497, 10002517]",2
618,"[10000503, 10010517]",2
619,"[10041517, 10042517]",2
620,"[10052517, 10053517, 10054517, 10055517, 10056517, 10057517, 10065517, 10066517, 10067517, 10068517, 10069517, 10070517, 10071517, 10072517]",14
621,"[10045517, 10046517]",2
622,"[10043517, 10044517]",2
623,"[10051517, 10063517, 10073517]",3
624,"[10023497, 10079517]",2
625,"[10006519, 10008519, 10009519]",3
626,"[10008519, 10009519]",2
627,"[10027519, 10032519, 10042519, 10046519, 10057521]",5
628,"[10031519, 10034519, 10044519, 10048519]",4
629,"[10030519, 10033519, 10043519, 10047519, 10058521]",5
630,"[10028519, 10037519, 10039519, 10049519]",4
631,"[10029519, 10036519, 10038519]",3
632,"[10026519, 10040519, 10045519]",3
633,"[10051519, 10059519, 10063519]",3
634,"[10050519, 10058519, 10062519]",3
635,"[10060519, 10064519]",2
636,"[10061519, 10065519]",2
637,"[10076519, 10078519]",2
638,"[10073519, 10079519]",2
639,"[10077519, 10081519]",2
